0 1:1 2:0 3:0 4:2 5:1 6:7 7:1 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:3 7:1 8:0 9:0
0 1:0 2:1 3:0 4:3 5:1 6:6 7:1 8:0 9:1
0 1:0 2:0 3:0 4:2 5:1 6:5 7:3 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:5 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:3 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:4 7:0 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:5 7:1 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:3 7:0 8:0 9:0
0 1:0 2:1 3:2 4:4 5:1 6:2 7:1 8:1 9:1
0 1:1 2:1 3:1 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:1 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:2 5:1 6:6 7:0 8:1 9:1
0 1:0 2:0 3:1 4:2 5:1 6:3 7:2 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:2 3:0 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:2 3:0 4:1 5:1 6:3 7:0 8:1 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:6 7:0 8:1 9:1
0 1:0 2:1 3:0 4:0 5:1 6:3 7:0 8:1 9:0
0 1:0 2:1 3:3 4:1 5:1 6:5 7:2 8:0 9:1
0 1:0 2:1 3:1 4:1 5:1 6:5 7:0 8:1 9:1
0 1:0 2:0 3:0 4:2 5:1 6:4 7:2 8:1 9:0
0 1:0 2:0 3:0 4:0 5:1 6:6 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:6 7:4 8:1 9:0
0 1:0 2:0 3:1 4:0 5:1 6:1 7:2 8:0 9:1
0 1:0 2:0 3:2 4:0 5:1 6:4 7:2 8:0 9:1
0 1:0 2:0 3:0 4:1 5:0 6:0 7:0 8:2 9:0
0 1:0 2:0 3:2 4:2 5:1 6:4 7:7 8:0 9:1
0 1:0 2:0 3:1 4:2 5:0 6:0 7:6 8:0 9:0
0 1:0 2:0 3:0 4:7 5:1 6:6 7:6 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:6 7:0 8:3 9:0
0 1:0 2:0 3:0 4:1 5:1 6:2 7:0 8:3 9:0
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:3 5:1 6:6 7:0 8:3 9:1
0 1:0 2:2 3:2 4:1 5:1 6:7 7:0 8:2 9:1
0 1:0 2:1 3:0 4:1 5:1 6:3 7:0 8:0 9:1
0 1:0 2:0 3:0 4:1 5:1 6:3 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:6 7:1 8:3 9:1
0 1:1 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:1
0 1:0 2:0 3:0 4:3 5:1 6:4 7:2 8:0 9:1
0 1:1 2:0 3:0 4:0 5:0 6:0 7:2 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:1 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:1 4:1 5:1 6:1 7:0 8:0 9:1
0 1:0 2:1 3:1 4:1 5:1 6:4 7:0 8:1 9:1
0 1:0 2:1 3:0 4:1 5:1 6:5 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:1
0 1:0 2:1 3:2 4:0 5:1 6:1 7:1 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:4 7:0 8:2 9:1
0 1:0 2:0 3:0 4:0 5:1 6:3 7:2 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:8 7:0 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:7 7:4 8:0 9:1
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:1
0 1:1 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:11 7:0 8:1 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:1 4:0 5:1 6:3 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:7 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:2 3:1 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:2 3:5 4:1 5:1 6:9 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:6 7:0 8:0 9:0
0 1:0 2:1 3:2 4:1 5:1 6:8 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:6 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:0
0 1:0 2:2 3:3 4:0 5:1 6:3 7:1 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:3 7:0 8:0 9:0
0 1:0 2:1 3:1 4:0 5:1 6:5 7:3 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:5 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:5 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:2 8:0 9:0
0 1:0 2:3 3:0 4:1 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:3 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:9 7:0 8:1 9:0
0 1:1 2:0 3:5 4:2 5:1 6:5 7:2 8:0 9:1
0 1:0 2:1 3:0 4:5 5:1 6:7 7:0 8:0 9:0
0 1:0 2:0 3:1 4:0 5:1 6:11 7:0 8:0 9:1
0 1:0 2:2 3:6 4:1 5:1 6:9 7:0 8:0 9:1
0 1:1 2:1 3:0 4:0 5:1 6:2 7:0 8:2 9:0
0 1:0 2:0 3:1 4:2 5:1 6:4 7:0 8:1 9:1
0 1:0 2:1 3:0 4:1 5:1 6:4 7:0 8:1 9:0
0 1:0 2:1 3:0 4:1 5:1 6:4 7:0 8:2 9:0
0 1:0 2:1 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:0 2:1 3:3 4:0 5:1 6:7 7:0 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:3 7:0 8:1 9:0
0 1:0 2:1 3:1 4:0 5:1 6:4 7:0 8:0 9:1
0 1:0 2:1 3:1 4:0 5:1 6:12 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:8 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:7 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:3 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:0 3:7 4:0 5:1 6:8 7:0 8:0 9:1
0 1:0 2:0 3:0 4:4 5:1 6:2 7:1 8:1 9:0
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:2 7:1 8:0 9:1
0 1:0 2:0 3:0 4:2 5:1 6:2 7:1 8:0 9:0
0 1:0 2:0 3:0 4:2 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:1 7:4 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:1 7:1 8:0 9:0
0 1:0 2:1 3:0 4:2 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:0 4:3 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:3 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:1 4:2 5:0 6:0 7:1 8:0 9:1
0 1:0 2:0 3:0 4:2 5:1 6:1 7:1 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:1 7:0 8:0 9:1
0 1:0 2:0 3:0 4:2 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:2 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:2 7:1 8:0 9:0
0 1:0 2:0 3:2 4:2 5:0 6:0 7:0 8:0 9:1
0 1:0 2:0 3:0 4:2 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:2 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:4 7:2 8:1 9:1
0 1:0 2:1 3:2 4:0 5:1 6:4 7:3 8:1 9:1
0 1:0 2:1 3:2 4:0 5:1 6:4 7:4 8:1 9:1
0 1:0 2:1 3:2 4:0 5:1 6:3 7:0 8:1 9:1
0 1:0 2:1 3:0 4:2 5:1 6:2 7:1 8:1 9:1
0 1:1 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:2 8:0 9:0
0 1:0 2:1 3:2 4:0 5:1 6:4 7:2 8:1 9:1
0 1:0 2:1 3:2 4:0 5:1 6:7 7:5 8:1 9:1
0 1:0 2:1 3:0 4:2 5:1 6:3 7:3 8:1 9:1
0 1:1 2:1 3:2 4:0 5:1 6:2 7:3 8:1 9:1
0 1:0 2:1 3:0 4:0 5:1 6:6 7:9 8:1 9:1
0 1:1 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:0 2:1 3:2 4:0 5:1 6:6 7:3 8:1 9:1
0 1:1 2:1 3:2 4:0 5:1 6:3 7:1 8:1 9:1
0 1:1 2:0 3:0 4:0 5:1 6:6 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:3 8:0 9:0
0 1:1 2:1 3:4 4:0 5:1 6:5 7:7 8:1 9:1
0 1:0 2:1 3:2 4:0 5:1 6:5 7:4 8:1 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:3 7:0 8:2 9:1
0 1:0 2:4 3:1 4:4 5:1 6:7 7:1 8:4 9:1
0 1:0 2:1 3:1 4:0 5:1 6:7 7:0 8:1 9:1
0 1:0 2:1 3:0 4:2 5:1 6:3 7:0 8:1 9:0
0 1:0 2:1 3:0 4:3 5:1 6:4 7:0 8:1 9:1
0 1:0 2:1 3:0 4:2 5:1 6:3 7:0 8:1 9:0
0 1:0 2:1 3:0 4:1 5:1 6:9 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:1 7:0 8:0 9:1
0 1:1 2:1 3:1 4:0 5:1 6:1 7:1 8:1 9:1
0 1:0 2:1 3:0 4:2 5:1 6:3 7:0 8:1 9:0
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:3 7:0 8:1 9:0
0 1:0 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:4 7:0 8:1 9:0
0 1:0 2:1 3:0 4:0 5:1 6:4 7:0 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:5 7:0 8:1 9:0
0 1:0 2:0 3:0 4:1 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:0 4:2 5:1 6:1 7:0 8:1 9:0
0 1:0 2:1 3:0 4:2 5:1 6:1 7:0 8:1 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:1 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:1 4:0 5:1 6:1 7:0 8:1 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:1 2:1 3:0 4:1 5:0 6:0 7:1 8:0 9:0
0 1:0 2:1 3:1 4:1 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:0 4:1 5:0 6:0 7:0 8:0 9:1
0 1:1 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:1 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:1 7:2 8:0 9:0
0 1:0 2:0 3:1 4:0 5:1 6:4 7:2 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:3 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:1 3:0 4:1 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:1 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:1 5:1 6:3 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:2 7:0 8:0 9:0
0 1:1 2:0 3:0 4:1 5:1 6:3 7:0 8:0 9:0
0 1:1 2:0 3:0 4:1 5:1 6:4 7:0 8:0 9:0
0 1:0 2:0 3:0 4:1 5:1 6:4 7:0 8:0 9:0
0 1:1 2:0 3:0 4:1 5:1 6:7 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:1 6:2 7:1 8:0 9:0
0 1:0 2:0 3:0 4:3 5:1 6:2 7:0 8:0 9:1
0 1:1 2:0 3:0 4:1 5:1 6:5 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:0 6:0 7:0 8:0 9:1
0 1:1 2:1 3:1 4:0 5:0 6:0 7:0 8:0 9:1
0 1:1 2:0 3:0 4:0 5:1 6:4 7:1 8:0 9:0
0 1:0 2:2 3:1 4:1 5:1 6:1 7:0 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:4 7:0 8:0 9:1
0 1:0 2:1 3:1 4:0 5:1 6:4 7:0 8:0 9:0
0 1:0 2:1 3:1 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:1 3:1 4:2 5:1 6:9 7:0 8:0 9:0
0 1:1 2:1 3:0 4:2 5:1 6:4 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:1 3:1 4:2 5:1 6:3 7:0 8:0 9:0
0 1:0 2:1 3:0 4:0 5:1 6:5 7:1 8:0 9:0
0 1:0 2:0 3:5 4:0 5:1 6:4 7:0 8:0 9:1
0 1:0 2:0 3:0 4:2 5:1 6:1 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:1 4:4 5:1 6:2 7:0 8:0 9:0
0 1:0 2:1 3:1 4:3 5:1 6:9 7:0 8:0 9:1
0 1:0 2:1 3:12 4:3 5:1 6:5 7:0 8:0 9:1
0 1:0 2:2 3:0 4:2 5:1 6:2 7:0 8:1 9:1
0 1:0 2:5 3:2 4:3 5:0 6:0 7:0 8:0 9:1
0 1:0 2:0 3:1 4:1 5:1 6:3 7:0 8:0 9:1
0 1:0 2:1 3:3 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:1 3:0 4:2 5:1 6:12 7:2 8:0 9:1
0 1:0 2:0 3:0 4:2 5:0 6:0 7:2 8:0 9:0
0 1:0 2:0 3:1 4:0 5:1 6:2 7:2 8:0 9:1
0 1:1 2:0 3:0 4:2 5:1 6:4 7:0 8:0 9:0
0 1:0 2:1 3:0 4:3 5:1 6:4 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:3 7:2 8:0 9:0
0 1:1 2:0 3:0 4:2 5:1 6:1 7:0 8:0 9:0
0 1:0 2:0 3:0 4:2 5:1 6:6 7:1 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:5 7:0 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:2 8:0 9:1
0 1:0 2:0 3:0 4:0 5:0 6:0 7:1 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:1 2:0 3:0 4:0 5:0 6:0 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:0 9:0
0 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:1 9:0
0 1:0 2:1 3:0 4:1 5:1 6:1 7:1 8:0 9:1
0 1:0 2:1 3:0 4:1 5:1 6:3 7:1 8:3 9:1
0 1:0 2:0 3:1 4:1 5:1 6:3 7:1 8:0 9:1
0 1:0 2:1 3:1 4:0 5:1 6:4 7:0 8:1 9:0
0 1:0 2:1 3:0 4:0 5:1 6:2 7:1 8:1 9:1
0 1:0 2:1 3:1 4:0 5:1 6:3 7:2 8:1 9:1
0 1:0 2:1 3:0 4:0 5:1 6:6 7:0 8:1 9:0
0 1:0 2:1 3:1 4:0 5:1 6:2 7:0 8:1 9:0
0 1:0 2:1 3:2 4:0 5:1 6:4 7:2 8:0 9:1
0 1:0 2:0 3:0 4:0 5:1 6:2 7:0 8:1 9:0
0 1:0 2:1 3:0 4:1 5:1 6:1 7:1 8:0 9:1
0 1:0 2:1 3:2 4:0 5:1 6:3 7:1 8:1 9:1
0 1:0 2:1 3:0 4:1 5:1 6:2 7:1 8:0 9:1
0 1:0 2:1 3:0 4:0 5:1 6:1 7:0 8:1 9:0
